"SVAD_identifier","SEX","agey","FDL","FMSB","FDB","TDL","TPB","TMSB","TDB","FBDL","HDL","HPB","HMSB","HDB","RDL","RPB","RMSB","RDB","UDL","UMSB","max_M1","max_M2","max_M3","max_PM1","max_PM2","max_C","max_I1","max_I2","man_M1","man_M2","man_M3","man_PM1","man_PM2","man_C","man_I1","man_I2","FH_EF","FGT_EF","FLT_EF","FDE_EF","TPE_EF","TDE_EF","FBPE_EF","FBDE_EF","HH_Oss","HGT_Oss","HLT_Oss","HPE_EF","HC_Oss","HT_Oss","HLE_Oss","HDE_EF","HME_EF","RPE_EF","RDE_EF","UPE_EF","UDE_EF","CT_EF","CC_Oss","TC_Oss","ISPR_EF","ILIS_EF","PC_Oss","IC_EF"
"US_0186","F",1.17260274,141.79,12.6,38.46,114.88,29.93,10.43,19.46,110.76,105.94,21.71,12.27,27.41,83.86,11.26,8.65,15.7,95.76,8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,3,0,0,0,NA
"US_0006","F",4.756164384,257.3,15.85,52.85,210.03,43.73,14.95,30.35,212.17,188.89,27.92,15.2,38.28,143.38,12.17,10.36,NA,158.56,9.74,7,2,NA,3,2,5,7,7,7,2,NA,5,2,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,6,5,1,0,1,NA
"US_0837","M",4.073972603,211.32,13.37,43.2,171.1,35.83,12.77,23.8,168.31,150.2,23.38,11.23,27.84,111.39,9.7,7.77,14.4,123.06,7.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,5,0,0,0,NA
"US_0915","M",1.087671233,144.6,12.37,39.89,120.4,31.06,10.8,19.89,118.47,111.71,23.13,12.2,28.34,88.97,11.25,8.94,15.55,101.44,8.42,2,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,0,2,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_0617","M",0.830136986,124.93,11.35,38.77,101.25,29.75,9.62,19.79,98.39,100.81,23.65,12.35,27.75,77.32,10.37,7.46,15.71,86.3,8.74,1,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0165","F",14.86027397,NA,NA,67.15,NA,NA,NA,53.77,NA,NA,41.98,NA,46.3,NA,NA,NA,23.86,NA,NA,11,10,7,10,10,10,11,11,11,10,7,10,10,10,11,11,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,3,2,3,2,2,8,5,2,2,1,2
"US_0657","M",13.65205479,NA,NA,73.32,NA,59.61,NA,45.27,NA,NA,44.32,NA,56.92,NA,20.49,NA,30.56,NA,NA,11,10,3,11,11,11,11,11,11,10,6,10,10,10,11,10,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,8,5,2,2,1,1
"US_0013","M",3.909589041,228.58,17.54,52.33,190.47,42.13,12.87,27.03,189.97,169.49,26.58,13.77,34.94,129.84,11.53,9.22,17.13,143,9.16,7,1,NA,2,2,5,6,6,7,2,NA,5,2,5,6,5,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,5,0,0,1,NA
"US_1276","F",4.424657534,NA,NA,54.52,210.1,43.22,14.7,30.03,203.58,NA,29.84,NA,35.37,136.82,12.43,9.51,18.85,150.61,10.09,6,2,NA,4,3,5,7,6,7,2,NA,5,2,6,7,7,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,5,5,2,0,1,NA
"US_0978","F",0.983561644,131.5,12.14,34.83,107.51,26.95,10.39,18.83,103.1,103.24,19.78,10.8,26.28,75.71,9.08,7.93,14.25,86.78,7.59,1,NA,NA,NA,NA,0,1,0,2,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0260","M",3.38630137,218.12,15.45,52.93,180.73,41.94,13.43,26.73,178.5,156.8,27.85,14.76,36.27,126.24,12.17,9.58,18.44,143.25,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,1,NA
"US_0378","F",11.22739726,391.25,24.17,74.72,343.36,64.52,23.11,44.84,342.57,NA,37.7,NA,54.68,NA,17.79,NA,26.03,NA,NA,9,9,3,10,9,9,10,10,10,9,4,9,9,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,8,5,NA,0,1,0
"US_0178","F",11.86027397,390.36,22.95,65.59,323.52,55.77,21.07,38.11,317.64,NA,36.27,NA,51.39,NA,18.14,NA,26.37,NA,NA,10,9,NA,10,9,9,10,10,10,9,3,9,9,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,8,5,2,1,1,1
"US_0541","M",0.22739726,94.21,9.08,26.63,83.43,20.81,7.65,14.78,77.41,75.72,15.88,7.36,21.15,64.01,7.51,6.17,11.92,71.04,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
"US_1072","M",3.860273973,213,14.59,50.01,173.42,40.98,12.04,26.22,172.2,157.99,27.47,13.78,33.95,115.83,11.99,10.14,18.39,130.07,9.43,6,1,NA,3,2,5,6,5,7,2,NA,4,3,5,6,6,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,NA
"US_1242","M",0.197260274,90.49,8.42,27.3,78.91,22.11,7.97,14.43,76.62,74.22,16.53,8.09,20.91,60.29,7.56,6.23,11.74,69.76,5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_1259","M",0.150684932,92.61,8.82,27.67,81.04,21.39,8.27,14.14,76.07,77.13,16.82,8.13,21.89,63.87,7.82,6.19,13.33,72.76,6.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0237","F",4.263013699,NA,NA,NA,NA,NA,NA,NA,NA,170.33,29.81,14.93,37.42,135.6,12.87,11.29,20,153.06,11.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,1,0,0,NA,4,NA,0,0,NA,NA
"US_1080","F",0.509589041,110.34,11.58,30.37,92.04,24.12,9.82,16.58,87.46,88.55,17.04,10.32,23.94,68.18,8.56,8.12,13.67,77.91,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0968","F",0.02739726,75.01,7.97,20.97,63.53,16.88,7.17,11.73,61.01,62.49,12.42,7.17,16.98,50.67,5.87,5.39,9.9,60.33,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1134","F",5.161643836,238.81,15.75,48.9,204.56,42.05,15.56,28.53,203.56,180.91,28.01,13.85,35.77,134.42,12.63,11.33,18.55,148.91,10.59,8,2,NA,5,3,6,7,6,8,3,NA,5,4,6,7,7,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,7,5,0,0,1,NA
"US_0092","F",0.219178082,96.94,9.11,27.03,83.57,21.5,8.04,15.26,81.5,78.7,15.91,8.15,21.01,63.89,7.86,6.57,12.35,73.68,6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0372","M",0.394520548,107.76,11.1,31.9,91.66,25.08,9.74,17.06,86.28,86.76,18.83,9.11,24.21,70.75,8.5,7.5,14.25,80.53,7.5,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1100","M",0.153424658,93.36,9.58,27.03,79.02,21.09,9.14,14.54,73.15,76.72,15.62,8.3,20.37,60.05,7.58,6.32,11.33,66.96,5.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0208","M",0.884931507,119.46,11.87,37.94,101.44,29.89,10.75,22.85,96.89,97.33,21.75,11.33,28.77,76.57,10.14,8.99,15.72,86.49,7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,3,0,0,0,NA
"US_0806","M",0.569863014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_0052","M",3.128767123,201.48,15.44,49.5,169.5,40.32,14.57,28.31,173.76,154.27,27.1,14.27,35.82,116.83,12.67,10.62,17.88,129.78,10.69,6,0,NA,3,0,4,5,5,6,0,NA,2,0,4,5,5,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,5,0,0,1,NA
"US_0412","M",0.564383562,120.29,11.54,36.01,98.68,28.74,10.23,19.98,95.29,98.05,20.87,10.7,27.58,76.69,10.7,7.66,16.26,86.44,9.35,1,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,NA
"US_0471","F",0.249315068,87.94,8.86,27.07,72.45,21.35,8.21,15.18,67.42,72.2,15.47,7.5,19.98,55.65,7.15,5.75,11.73,62.8,6.08,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0255","M",0.17260274,82.68,8.3,24.41,71.83,18.79,7.31,12.96,70.52,72.61,13.38,7.23,20.08,58.01,7.2,5.83,11.56,64.91,5.66,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0373","M",1.052054795,137.65,12.96,40.77,120.56,30.74,12,21.73,117.01,112.34,23.25,11.08,29,89.52,11.16,8.68,17.11,98.84,7.7,2,NA,NA,NA,NA,1,1,0,2,NA,NA,NA,NA,1,3,2,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,NA
"US_0735","M",0.424657534,107.51,10.35,31.34,92.11,23.45,8.84,15.27,87.82,87.72,19.04,8.68,22.74,69.3,8.75,7.37,12.99,78.13,6.67,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_1030","M",1.060273973,130.56,12.43,40.21,110.21,31.41,11.44,21.59,106.04,105.15,19.29,11.06,26.78,80.51,9.6,8.3,15.28,91.6,7.74,2,NA,NA,NA,NA,0,1,0,2,NA,NA,NA,NA,0,2,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0908","F",0.065753425,74.22,7.57,19.5,62.22,15.1,6.17,10.31,58.49,64.45,12.41,6.21,16.26,49.53,6.04,5.05,8.78,56.03,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1194","M",0.049315068,81.35,7.81,22.53,71.51,17.44,7.07,12.31,66.37,70.76,13.92,6.92,18.71,57.45,6.88,5.31,10.38,65.88,5.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_1119","M",0.095890411,86.79,8.21,24.95,76.02,19.76,8,13.85,72.62,72.11,14.41,7.52,18.9,60.87,6.76,5.71,10.61,69.23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0490","M",0.016438356,68.54,7.19,19.58,58.35,16.36,6.68,11.65,55.74,61.53,11.62,5.88,16.04,47.52,6.29,4.68,9.73,54.02,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0429","F",0.523287671,99.83,9.48,26.01,83.86,19.39,8.57,13.98,81.07,81.69,15.28,8.62,20.35,67.18,7.66,6.73,11.53,74.07,6.55,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0230","F",4.767123288,257.89,17.78,55.31,216.61,45.35,15.29,31.84,215.61,NA,27.04,NA,39.52,136.89,12.85,11.31,NA,150.99,9.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,5,5,0,0,1,NA
"US_0448","M",2.476712329,190.18,14.78,49.35,157.37,40.35,14.02,26.14,157.46,146.7,27.61,14.53,35.25,108.7,11.86,10.16,19.1,120.52,9.57,6,NA,NA,0,0,4,6,5,6,NA,NA,0,0,4,5,5,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,0,NA
"US_1146","M",2.950684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_1054","F",2.720547945,185.35,15.13,44.52,148.72,34.92,13.47,23.03,148.38,136.65,24,13.45,30.6,103.08,11.24,9.5,16.5,114.38,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_0354","F",0.076712329,78.63,9.52,24.51,66.87,18.87,8.2,13.68,62.61,67.7,14.96,8.06,19.52,52.34,6.75,6.09,10,60.25,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_1189","F",0.38630137,109.02,11.02,32.63,93.61,24.85,9.34,16.22,89.5,88.19,17,8.76,23.15,71.98,8.98,7.13,13.63,80.37,6.55,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0402","M",0.356164384,96.7,10.56,31.48,81.86,25.1,9.85,16.39,77.15,81.35,17.53,8.1,22.59,62.46,7.92,6.55,13.1,70.72,6.4,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0512","M",0.024657534,76.47,7.81,20.87,66.41,16.7,7.32,12.72,63.46,65.95,12.99,6.53,17.15,54.1,6.77,5.64,9.79,61.81,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0089","M",0.468493151,95.83,10.24,30.51,79.29,23.16,8.55,14.65,75.42,80.72,17.55,9.26,22.95,60.07,8.83,6.49,12.69,69.11,6.2,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA
"US_0652","M",0.057534247,69.76,7.19,19.78,59.38,15.45,6.09,11.19,55.28,60.18,11.89,5.89,15.62,50.7,5.8,4.51,9.28,57.78,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_1116","M",3.657534247,200.85,16.07,46.83,164.09,37.71,13.9,24.34,158.8,145.914,22.74,14.49,32.71,111.87,12.18,10.98,17.64,120.92,10.93,4,NA,NA,2,0,5,6,6,5,0,NA,2,1,5,6,6,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,2,3,0,0,0,NA
"US_0929","M",1.421917808,146.88,14.05,42.6,124.03,32.47,12.54,22.54,122.02,118.61,23.78,13.27,27.22,88.45,10.65,9.51,15.5,101.74,9.12,2,NA,NA,NA,NA,0,2,1,2,NA,NA,NA,NA,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_0830","M",0.019178082,77.39,7.84,22.74,68.72,17.99,6.87,12.29,63.59,67.51,13.4,6.4,19.1,55.73,6.42,4.83,10.77,62.01,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0450","M",0.295890411,95.68,10.78,28.29,78.85,21.5,9.06,13.68,75.15,79.31,16.11,8.4,21.62,61.63,8,7.03,12.31,68.88,6.71,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0966","M",4.580821918,222.23,14.52,48.83,174.56,41.02,13.44,25.65,174.35,164.13,26.56,13.96,33.9,120.78,12.59,10.57,19,135.61,10.46,7,2,NA,4,4,5,7,6,7,1,NA,5,5,6,7,7,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,5,0,0,0,NA
"US_1059","M",0.169863014,77.73,8.23,23.66,64.11,17.66,7.5,11.87,59.96,66.22,12.94,6.76,18.32,50.85,6.68,5.62,10.31,58.86,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA
"US_0662","M",0.61369863,116.21,11.3,33.03,98.72,26.19,9.96,17.55,93.96,95.66,18.25,10.14,24.59,76.33,8.86,7.42,13.23,85.1,7.51,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0204","M",4.139726027,220.48,16.1,51.33,176.52,40.82,13.9,27.27,175.39,156.08,26.05,14.38,33.44,118.31,12.26,10.37,19.53,130.74,9.5,7,2,NA,3,1,5,6,6,5,1,NA,4,0,5,6,6,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,4,4,0,0,1,NA
"US_0977","M",0.01369863,75.36,7.4,20.66,65.31,16.41,6.75,11.82,60.57,64.55,11.62,5.81,16.28,52.29,5.94,4.83,8.93,59.87,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0775","F",0.109589041,80.86,8.47,21.59,67.53,16.89,7.54,12.34,63.23,69.02,13.62,7.32,17.24,51.77,6.25,5.63,10.03,60.17,5.41,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0024","M",0.717808219,121.04,12.8,35.12,104.33,29.24,10.47,19.95,100.41,98.6,19.53,11.19,26.59,78.01,9.15,8.67,14.98,89.57,7.42,0,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0842","F",0.263013699,97.06,9.29,27.29,80.24,19.51,7.32,14.6,77.11,78.47,15.01,7.71,19.75,61.21,7.06,5.83,11.46,67.58,6.01,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA
"US_0875","M",5.309589041,250.17,17.57,55.87,204.6,47.56,14.55,29.98,203.29,181.8,29.05,13.18,38.16,134.88,13.35,10.49,20.31,147.61,9.73,7,1,NA,4,3,6,7,7,7,1,NA,6,5,6,7,7,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,7,5,0,0,1,NA
"US_0028","M",5.301369863,241.35,18.58,55.26,201.69,45.2,15.1,45.2,201.8,177.59,28.21,15.6,38.8,134.73,14.03,11.91,21.65,147.75,11.15,7,3,NA,5,4,6,6,6,7,3,NA,5,4,5,6,6,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,6,5,0,0,1,NA
"US_0071","F",1.282191781,145.72,13.58,41.09,120.78,32.8,12.71,23.01,120.65,114.67,22.85,12.93,28.38,84.53,10.71,9.19,16.45,97.65,8.62,3,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_1051","F",0.117808219,85.3,8.53,24.1,72.36,18.44,7.58,13.41,69.23,71.82,13.95,7.25,18.36,56.78,6.88,6.15,10.6,66.03,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0369","M",0,53.07,5.69,15.41,46.69,12.02,5.28,8.17,45.55,49.61,9.45,5.44,12.29,41.69,4.44,4.07,7.02,46.22,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0391","M",3.2,194.68,14.15,46.52,151.79,37.29,12.36,23.69,149.16,145.82,25.86,11.83,31.26,105.37,10.33,9.51,17.06,117.12,9.35,5,NA,NA,1,NA,4,5,5,5,0,NA,1,0,3,5,5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,5,5,0,0,1,NA
"US_0531","M",2.857534247,180.17,15.12,50.6,149.93,38.45,13.35,26.93,144.27,139.41,26.5,14.44,33.3,103.71,12.33,9.8,19.15,115.03,8.88,5,NA,NA,0,NA,3,4,3,5,NA,NA,0,NA,4,5,4,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,4,5,0,0,0,NA
"US_0759","M",4.978082192,240.72,17.07,52.99,199.47,43.75,14.21,28.34,196.86,171.11,29.46,14.92,39.21,136.5,13.41,9.91,19.56,152.61,10.08,7,1,NA,4,3,5,6,6,6,1,NA,4,2,5,6,6,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,1,NA
"US_0158","F",0.569863014,122.89,10.11,34.09,104.88,25.09,8.71,18.12,99.2,97.17,17.7,9.91,24.99,77.55,8.59,7.06,12.9,86.56,6.47,0,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1069","F",4.819178082,239,17.56,48.74,194.67,38.79,14.06,27.29,194.22,172.45,27.49,15.24,35.65,131.24,12.76,11.93,18.78,144.51,11.2,7,2,NA,4,2,6,7,6,7,2,NA,5,3,6,6,6,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,6,5,0,0,1,NA
"US_0588","F",1.589041096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_0217","F",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_1027","M",4.824657534,NA,NA,54.29,212.12,45.28,15.35,31.31,212.57,192.4,29.94,14.8,38.23,145.43,14.42,11.64,20.13,159.23,8.97,8,3,NA,5,4,7,7,7,8,3,NA,6,5,7,7,6,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,7,5,0,0,1,NA
