"SVAD_identifier","SEX","agey","FDL","FMSB","FDB","TDL","TPB","TMSB","TDB","FBDL","HDL","HPB","HMSB","HDB","RDL","RPB","RMSB","RDB","UDL","UMSB","max_M1","max_M2","max_M3","max_PM1","max_PM2","max_C","max_I1","max_I2","man_M1","man_M2","man_M3","man_PM1","man_PM2","man_C","man_I1","man_I2","FH_EF","FGT_EF","FLT_EF","FDE_EF","TPE_EF","TDE_EF","FBPE_EF","FBDE_EF","HH_Oss","HGT_Oss","HLT_Oss","HPE_EF","HC_Oss","HT_Oss","HLE_Oss","HDE_EF","HME_EF","RPE_EF","RDE_EF","UPE_EF","UDE_EF","CT_EF","CC_Oss","TC_Oss","ISPR_EF","ILIS_EF","PC_Oss","IC_EF"
"US_0242","M",16.04,NA,NA,76.1,NA,65.1,NA,47.3,NA,NA,43.2,NA,NA,NA,20.3,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,2,1,2,1,1,1,1,1,1,1,3,3,2,1,2,1,3,8,5,2,2,1,NA
"US_1097","M",5.42,230.1,15.6,52.1,186.2,43.9,13.6,28.3,182.6,167.6,30.5,14.6,39.4,124.3,13.6,9.5,18.1,134.7,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,4,5,0,0,1,NA
"US_1216","M",1.71,166.7,16.4,45.3,140.2,36.5,13.6,24.7,134.1,128.4,25.4,15.2,31.3,101.9,10.7,9.7,17.6,112.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0994","M",3.99,231.3,16.8,56.4,184.9,45.3,15.2,29.3,185.6,167.5,29.7,15.5,35.6,126.4,14.1,9,19.6,139,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,5,0,0,1,NA
"US_0782","F",17.21,NA,NA,75.4,NA,62,NA,39.7,NA,NA,40.3,NA,NA,NA,21.9,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,3,2,2,2,2,3,8,5,2,2,1,NA
"US_0610","M",18.68,NA,NA,79.6,NA,65.7,NA,46.5,NA,NA,42.8,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,2,3,3,2,2,2,3,8,5,2,2,1,NA
"US_0117","M",20.07,NA,NA,82,NA,75.1,NA,47.3,NA,NA,50.4,NA,NA,NA,NA,NA,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,NA
"US_0324","M",6.09,267.7,18.9,58.3,222.7,50.8,18.3,32.7,218.3,193.1,32.1,17.5,41.1,145.9,15.3,13.1,24.3,161.4,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,7,5,0,0,1,NA
"US_0947","F",14.8,NA,NA,68.7,NA,59.3,NA,44.5,NA,NA,39.7,NA,NA,NA,17.9,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,3,3,2,2,2,2,3,8,5,2,2,1,NA
"US_0149","M",9.7,339.1,20.5,64.9,299.8,54.7,18.9,38.1,293.3,240.8,35.6,20.3,48.1,NA,15.3,13.3,23.4,217.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,7,5,NA,0,1,NA
"US_1002","F",16.9,NA,NA,68.7,NA,56.6,NA,44.5,NA,NA,40.5,NA,NA,NA,15.5,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,3,2,2,2,2,3,8,5,2,2,1,NA
"US_0309","M",19.59,NA,NA,74.2,NA,63.5,NA,46.8,NA,NA,41.3,NA,53.1,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,2,2,3,2,2,2,3,8,5,2,2,1,NA
"US_1176","F",14.27,NA,NA,64.6,NA,53.7,NA,40.2,NA,NA,36.6,NA,48.1,NA,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,3,8,5,NA,2,1,NA
"US_0700","F",18.64,NA,NA,76.3,NA,65.1,NA,42.8,NA,NA,40.4,NA,NA,NA,19.6,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,2,2,2,2,3,8,5,2,2,1,NA
"US_0876","F",4.41,247.6,15.4,44.2,202.2,38.5,14.9,26.7,198.9,180.7,28.2,14.7,35.7,138.5,12.8,10.4,19.2,150.1,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,7,5,0,0,1,NA
"US_0655","M",4,222.2,16.2,53.2,189.9,44.7,15.4,29.8,183.7,163.8,27.6,14.4,38.3,129.7,13.3,10.3,20.2,141.9,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,NA
"US_0084","F",19.85,NA,NA,67.6,NA,58.2,NA,39.8,NA,NA,38.4,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,2,2,3,8,5,2,2,1,NA
"US_0895","M",1,128.9,13.5,37.1,108.8,30.1,12.2,20.1,103.7,102.3,19.6,11.8,28.1,82.9,9.9,7.9,14.7,95.6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA
"US_0903","F",0.14,86.2,9.3,23.7,73.5,18.8,8.4,13.6,69.6,72.5,14.4,8.4,20.9,57.4,7.2,6.1,11.5,65.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0746","F",18.99,NA,NA,76.4,NA,66.3,NA,43.2,NA,NA,40.8,NA,NA,NA,21.4,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,3,2,2,2,2,3,8,5,2,2,1,NA
"US_1106","M",15.22,NA,NA,78.7,386.2,64,NA,50.8,376.9,NA,43.8,NA,58.8,NA,22.4,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,3,8,5,2,2,1,NA
"US_0509","M",17.44,NA,NA,90,NA,72.4,NA,51.4,NA,NA,47.4,NA,NA,NA,19.8,NA,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,2,3,2,2,2,2,3,8,5,2,2,1,NA
"US_0564","M",6.03,280.3,16.4,52.8,228.3,47.1,16.8,31.2,221.7,192.5,32.4,18,41.8,150.6,14.1,13.3,21.5,166.5,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,7,5,0,0,1,NA
"US_0589","M",0.19,86.2,9.8,28.2,71.4,22.1,8.1,15.3,67,72.9,17.3,6.9,20.5,59.3,7.6,5.7,11.7,66.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA
"US_0292","M",16.1,NA,NA,77.2,NA,71.3,NA,44.9,NA,NA,46.2,NA,NA,NA,NA,NA,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,1,2,1,1,1,2,1,1,1,2,3,3,1,2,1,3,8,5,2,2,1,NA
"US_0170","M",15.44,NA,NA,77.5,NA,70.4,NA,43.9,NA,301.4,42.1,24.1,60.2,NA,23.2,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,3,8,5,2,2,1,NA
"US_1048","M",20.82,NA,NA,75.8,NA,72,NA,52.8,NA,NA,48.2,NA,NA,NA,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,2,2,3,8,5,2,2,1,NA
"US_1291","F",1.12,141.2,11.7,36.1,120.3,28.2,10.9,18.5,119.2,112.3,19.3,11.1,28.7,89.3,9.6,8,15.1,101.7,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,0,0,NA
"US_0653","M",18.83,NA,NA,79,NA,70.9,NA,48.7,NA,NA,46.8,NA,NA,NA,24.4,NA,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,2,3,2,2,3,2,3,8,5,2,2,1,NA
"US_0734","M",20.64,NA,NA,82.1,NA,72.3,NA,48.5,NA,NA,47.1,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,2,2,3,8,5,2,2,1,NA
"US_0733","M",9.68,335.9,18.9,58.9,275,50.4,18.1,36.1,263.8,229.2,34.5,15.9,42.3,177.4,15.6,11.6,22.6,193.1,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,7,5,2,0,1,NA
"US_1275","F",0.92,124.7,13,35.7,106.1,28.7,12.1,20.3,100.4,100.9,21.1,12.5,26.8,80.2,9.9,8.4,15.2,89.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA
"US_0714","M",19.24,NA,NA,87,NA,73.8,NA,NA,NA,NA,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,NA,NA,NA,2,NA,2,3,8,5,2,2,1,NA
"US_0137","M",15.12,364.5,21.9,67.7,293.2,57.5,20,40.9,289.3,241.2,38.9,20.1,50.2,191.7,19.2,11.7,27.2,212.5,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,8,5,NA,NA,1,NA
"US_0044","M",20.33,NA,NA,86.4,NA,71.1,NA,45.4,NA,NA,47.5,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,NA
"US_0569","M",19.79,NA,NA,75.7,NA,63.7,NA,44.8,NA,NA,44.5,NA,NA,NA,20.1,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,2,2,2,2,3,8,5,2,2,1,NA
"US_0544","F",16.47,NA,NA,65.3,NA,58.3,NA,43.4,NA,NA,39.3,NA,NA,NA,NA,NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,2,3,2,2,2,3,8,5,2,2,1,NA
"US_0029","F",2.68,179.1,13.5,43.6,148.1,33.1,12.5,23.8,140.7,135,28.5,12.8,31.7,102.8,11.7,9,16.4,112.8,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,0,NA
"US_0584","M",5.74,268.7,18.5,57.6,219.6,46.1,16.2,29.9,215,191.3,25.7,13.8,35,149.9,13.7,8.9,20.2,162.6,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,0,1,0,0,0,6,5,0,0,1,NA
"US_0851","F",19.43,NA,NA,68.2,NA,60.3,NA,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,NA,2,NA,2,3,8,5,2,2,1,NA
"US_0648","M",13.96,395.7,23.4,67.2,354.4,54.5,22.1,39.4,342.8,270.1,NA,18.5,46,206.9,16.5,13.4,24.3,231.3,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,8,5,2,0,1,NA
"US_0198","F",5.82,236,16.7,48.5,202.7,40.8,15.8,26.3,200.7,166.6,27.7,13.9,34.8,129,11.7,11,15.5,147.3,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,NA,1,1,0,0,0,0,1,1,0,0,0,6,5,0,0,1,NA
"US_0980","F",16.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,NA
"US_0637","M",15.34,408.6,25.7,74.8,334.4,65.2,21,45.2,330,NA,47.6,NA,NA,NA,21.6,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,8,5,2,2,1,NA
"US_0577","M",5.65,195.5,14.5,44.2,NA,37.7,12.6,24.9,143,137.2,27.2,12.5,27.5,95.4,9.4,9.8,16.1,109.1,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,1,1,1,NA,1,1,0,0,0,0,0,1,0,0,0,NA,4,0,0,1,NA
"US_0219","M",17.1,NA,NA,79.6,NA,NA,NA,NA,NA,NA,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,NA
"US_0035","M",12.24,394.7,25.4,71.3,349.8,63.2,19.5,37.3,341.5,NA,34.3,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,2,1,1,NA
"US_1229","M",17.51,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,NA
"US_0787","F",11.06,360.5,24.1,70.4,304.5,68.3,22.1,41.6,297.5,234.2,29.7,18.4,50.6,184.2,18.1,15.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,1,0,1,NA
"US_0449","M",15.61,420.1,26.8,75.9,356.5,68.8,24.1,49.5,348.2,NA,41.1,NA,NA,233.9,20.3,17.1,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,8,5,2,2,1,NA
"US_0771","M",0.27,84.6,NA,7.9,72.6,19.1,7.7,13.6,66.9,73.1,16.4,7.1,21,59.5,7.4,4.8,11.3,65.9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA
"US_0772","F",0.81,126,12.1,35.6,107.8,29.1,10.8,19.1,101.1,98.9,21.4,10.9,27.6,77.5,10,6.8,16.5,87.4,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1125","M",0.31,107.5,12.2,31.2,91.1,23.8,10,15.6,87.5,87.5,19.3,10.7,26.1,71.2,9,7.9,14.4,80.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0793","F",3.08,190.9,15.7,47.4,155.8,39,13.8,25.2,154.4,139.2,27.1,14.7,32,101,11.3,9.4,16.4,115.3,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,4,5,0,0,1,NA
"US_0027","M",20.13,NA,NA,76.1,NA,73.2,NA,49.6,NA,NA,49.4,NA,NA,NA,NA,NA,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,2,1,1,1,2,1,1,1,3,3,3,2,2,3,3,8,5,2,2,1,NA
"US_0177","M",19.06,NA,NA,74.4,NA,64.8,NA,45.5,NA,NA,40.6,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,2,3,2,2,2,3,8,5,2,2,1,NA
"US_0869","M",19.34,NA,NA,73.1,NA,74.2,NA,47.2,NA,NA,44.8,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,2,3,3,2,3,3,3,8,5,2,2,1,NA
"US_0663","M",18.41,NA,NA,80.9,NA,72.7,NA,50.1,NA,NA,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,3,2,3,3,8,5,2,2,1,NA
"US_1226","M",18.3,NA,NA,80.1,NA,67,NA,49,NA,NA,45.5,NA,NA,NA,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,2,3,2,2,3,8,5,2,2,1,NA
"US_0649","F",0.19,93.2,10.1,28.3,78.4,20.1,8.1,14.7,72.8,78.7,16.3,7.6,20.1,60.1,6.4,5.8,11.4,69.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0417","F",0,78.8,7.3,21.1,66.2,17.1,6.9,12.3,63.6,67,12.5,6.2,17,55.2,6.5,5.2,9.8,63.7,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0469","M",17.85,NA,NA,75.5,NA,72.4,NA,41.4,NA,NA,45.1,NA,NA,NA,18.4,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,2,2,3,2,3,8,5,2,2,1,NA
"US_0597","F",9.24,361.4,20.7,65.5,305.6,58,19,38.1,300.7,NA,34.9,NA,50.4,NA,NA,NA,26,223.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,8,5,1,0,1,NA
"US_1290","F",19.67,NA,NA,70.6,NA,63.3,NA,43.7,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,2,3,3,NA,3,3,8,5,2,2,1,NA
"US_1107","M",20.38,NA,NA,65.1,NA,71,NA,44.2,NA,NA,45.5,NA,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,1,1,1,3,1,1,1,3,NA,3,2,3,2,3,8,5,2,2,1,NA
"US_0229","M",2.04,179.9,13.9,44.1,147.2,35.7,12.5,24.1,142.8,139.6,23.9,12.3,33.5,102.1,10.9,9,18.2,113.3,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,0,0,NA
"US_0428","M",4.45,228.6,17.7,53,NA,43.1,NA,28.3,193.3,168.8,26.7,15.3,36.5,133.8,13.4,10.4,20.1,146.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,3,5,0,0,1,NA
"US_0623","F",3.15,197.1,16.4,46.6,158,40.5,14.8,27.2,159.2,140.5,NA,14.5,32.9,108.6,12.1,9.6,17.4,122.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,3,4,0,0,1,NA
"US_0159","F",2.49,192.2,13.9,46.4,155.4,37.3,13.7,23.6,150.7,146.1,23.3,12.9,30.8,103.8,12.2,9.9,15.1,115.9,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,0,NA
"US_0416","M",16.65,NA,NA,71.5,NA,67.6,NA,46.5,NA,NA,45.3,NA,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,2,3,2,2,2,3,8,5,2,2,1,NA
"US_0957","M",0.15,88.8,7.7,25.3,75.6,19.2,6.8,12.7,71.5,73.9,14,6.6,19.8,62.4,7.2,5.7,11,70.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
"US_0909","M",18.59,NA,NA,73.8,NA,70.4,NA,45.6,NA,NA,46.1,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,NA,2,2,1,1,1,2,1,1,1,2,2,3,2,2,2,3,8,5,2,2,1,NA
"US_0048","M",16.96,NA,NA,83.5,NA,77.3,NA,49.9,NA,NA,41.9,NA,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,2,2,1,1,1,2,1,1,1,3,2,3,2,2,2,3,8,5,2,2,1,NA
"US_0205","F",4.72,240.9,15.8,51.3,194.4,41.5,14.9,26.5,193.1,167.8,27.1,15.4,35.7,126.5,12.3,10.5,17.4,142,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,7,5,2,0,1,NA
"US_0524","M",2.19,188.9,15.4,44.5,154.4,36.3,13.4,25,153,140.1,24.3,12.9,32.4,108.1,10.6,10,16.4,118.7,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,NA,1,0,0,0,3,5,0,0,0,NA
